deviceid,interfaceindex,recordtime,avgdiscards_percent,avgerrors_percent,avgintraffic_bps,avgouttraffic_bps,count,maxdiscards_percent,maxerrors_percent,maxintraffic_bps,maxouttraffic_bps,mindiscards_percent,minerrors_percent,minintraffic_bps,minouttraffic_bps,sumdiscards_percent,sumerrors_percent,sumintraffic_bps,sumouttraffic_bps
1,2,2024-12-19 11:00:00.000+0000,0.0908474576271,0,160553161,486103836.830509006977,59,0.11,0,160568299,597289302,0.08,0,160538023,375451112,5.36,0,9472636499,28680126373
1,2,2024-12-19 13:00:00.000+0000,0.0515517241379,0,160616243.862069010735,976625295.810345053673,58,0.06,0,160631992,1082189746,0.05,0,160600663,857531524,2.99,0,9315742144,56644267157
1,2,2024-12-19 17:00:00.000+0000,0.03,0,160752052,1960981691.523809909821,21,0.03,0,160757272,1989987541,0.03,0,160746832,1929873274,0.63,0,3375793092,41180615522
1,2,2024-12-19 18:00:00.000+0000,0.03,0,160773454,2072798830.813560009003,59,0.03,0,160788592,2146638725,0.03,0,160758316,1995121631,1.77,0,9485633786,122295131018
1,2,2024-12-23 10:00:00.000+0000,0.02,0,163529875,2868753769.368420124054,57,0.02,0,163544491,2941560809,0.02,0,163515259,2811402053,1.14,0,9321202875,163518964854
1,2,2024-12-23 11:00:00.000+0000,0.02,0,163555003,3011664519.96551990509,29,0.02,0,163575811,3154068593,0.02,0,163545535,2948314862,0.58,0,4743095087,87338271079
1,2,2024-12-23 12:00:00.000+0000,0.02,0,163589293.878048986197,3248683913.195119857788,41,0.02,0,163606609,3367981240,0.02,0,163576855,3161558390,0.82,0,6707161049,133196040441
1,2,2024-12-23 14:00:00.000+0000,0.0129113924051,0,163661742.772152006626,3707324891.493669986725,79,0.02,0,163669771,3760377132,0.01,0,163659070,3690376512,1.02,0,12929277679,292878666428
1,2,2024-12-23 15:00:00.000+0000,0.01,0,163686279.25,3867390517.696430206299,56,0.01,0,163701091,3960681774,0.01,0,163670815,3767755633,0.56,0,9166431638,216573868991
1,2,2024-12-23 18:00:00.000+0000,0.2422222222222,0,163790614,75734456,18,0.26,0,163795051,91081058,0.23,0,163786177,60657765,4.36,0,2948231052,1363220208
1,2,2024-12-24 10:00:00.000+0000,0.0526086956522,0,164284426,916191410.5,46,0.06,0,164296171,973760233,0.05,0,164272681,867436795,2.42,0,7557083596,42144804883
1,2,2024-12-24 11:00:00.000+0000,0.0477966101695,0,164312353,1071135366.135589957237,59,0.05,0,164327491,1161399358,0.04,0,164297215,980551866,2.82,0,9694428827,63196986602
1,2,2024-12-24 15:00:00.000+0000,0.03,0,164441287,1757319843.955559968948,45,0.03,0,164452771,1822122770,0.03,0,164429803,1694630225,1.35,0,7399857915,79079392978
1,2,2024-12-25 10:00:00.000+0000,0.02,0,165043675,2942849438.64705991745,17,0.02,0,165047851,2953009965,0.02,0,165039499,2932864506,0.34,0,2805742475,50028440457
1,2,2024-12-25 12:00:00.000+0000,0.02,0,165103285.352941006422,3071582136.666669845581,51,0.02,0,165110491,3087466270,0.02,0,165100573,3066377182,1.02,0,8420267553,156650688970
1,2,2024-12-25 15:00:00.000+0000,0.02,0,165183232.834782987833,3238077127.278260231018,115,0.02,0,165204451,3284182005,0.02,0,165174175,3218241431,2.3,0,18996071776,372378869637
1,2,2024-12-25 18:00:00.000+0000,0.02,0,165279880,3452682948.110239982605,127,0.02,0,165298411,3485325132,0.02,0,165269179,3432034624,2.54,0,20990544760,438490734410
1,2,2024-12-26 10:00:00.000+0000,0.0880392156863,0,165786481,3176591065.980390071869,51,0.34,0,165799531,4294732661,0.01,0,165773431,2579215,4.49,0,8455110531,162006144365
1,2,2024-12-26 11:00:00.000+0000,0.2105084745763,0,165815713,117872924.525424003601,59,0.29,0,165830851,199700375,0.16,0,165800575,36946185,12.42,0,9783127067,6954502547
1,2,2024-12-26 13:00:00.000+0000,0.0922413793103,0,165878614,464780403.172414004803,58,0.1,0,165893491,526053526,0.08,0,165863737,400193739,5.35,0,9620959612,26957263384
1,2,2024-12-26 16:00:00.000+0000,0.0539655172414,0,165972574,900560753.913792967796,58,0.06,0,165987451,971693932,0.05,0,165957697,825622910,3.13,0,9626409292,52232523727
1,2,2024-12-26 18:00:00.000+0000,0.0454385964912,0,166029107.97368401289,1137819448.087719917297,114,0.05,0,166050091,1219526999,0.04,0,166019815,1100603837,5.18,0,18927318309,129711417082
1,2,2024-12-30 10:00:00.000+0000,0.03,0,168804163,1892632812.75,8,0.03,0,168805990,1899362063,0.03,0,168802336,1885816465,0.24,0,1350433304,15141062502
1,2,2024-12-30 11:00:00.000+0000,0.03,0,168822172,1972751640.203389883041,59,0.03,0,168837310,2049655730,0.03,0,168807034,1903219479,1.77,0,9960508148,116392346772
1,2,2024-12-30 14:00:00.000+0000,0.02,0,168926687.524589985609,2494910018.311480045319,61,0.02,0,168931531,2519068494,0.02,0,168922396,2474248373,1.22,0,10304527939,152189511117
1,2,2024-12-30 17:00:00.000+0000,0.02,0,169020367.369230985641,2970356964.476920127869,65,0.02,0,169025491,2990238002,0.02,0,169015834,2952095555,1.3,0,10986323879,193073202691
1,2,2025-01-02 11:00:00.000+0000,0,0,82734560.920000001788,2398043204.880000114441,35,0,0,82745335,2460936205,0,0,82722106,2330238499,0,0,2068364023,59951080122
1,2,2025-01-02 13:00:00.000+0000,0,0,82788706.391304299235,2711650050.260869979858,23,0,0,82794403,2740601876,0,0,82782919,2680079080,0,0,1904140247,62367951156
1,2,2025-01-02 14:00:00.000+0000,0,0,82838652.538461506367,2935836565.782050132751,78,0,0,82845298,2968386671,0,0,82836424,2922923844,0,0,6461414898,228995252131
1,2,2025-01-02 15:00:00.000+0000,0,0,82860816.44067800045,3060528069.813560009003,59,0,0,82875835,3153512501,0,0,82845820,2970647230,0,0,4888788170,180571156119
1,2,2025-01-03 13:00:00.000+0000,0,0,83540735.534883692861,633824803.860465049744,43,0,0,83550781,678364492,0,0,83534599,602624544,0,0,3592251628,27254466566
1,2,2025-01-03 14:00:00.000+0000,0,0,83595151,864232522.285714030266,7,0,0,83596717,872027488,0,0,83593585,856158083,0,0,585166057,6049627656
1,2,2025-01-03 15:00:00.000+0000,0,0,83612899,960965827.033897995949,59,0,0,83628037,1045176069,0,0,83597761,878243236,0,0,4933161041,56696983795
1,2,2025-01-03 16:00:00.000+0000,0,0,1003583424,12783146742,12,0,0,83629081,1051258985,0,0,83634823,1079544408,0,0,83631952,1065262228.5
1,2,2025-01-06 15:00:00.000+0000,0,0,69,724341,1,0,0,69,724341,0,0,69,724341,0,0,69,724341
1,2,2025-01-06 16:00:00.000+0000,0,0,1877,19127413,6,0,0,139,1310538,0,0,487,5000964,0,0,312.833333333333,3187902.166666666511
1,2,2025-01-06 18:00:00.000+0000,0,0,515855226,10354982064,6,0,0,85974566,1719640905,0,0,85977176,1731852204,0,0,85975871,1725830344
1,2,2025-01-06 19:00:00.000+0000,0,0,773821728,15714537057,9,0,0,85977698,1734276060,0,0,85982396,1756275642,0,0,85980192,1746059673
1,2,2025-01-07 10:00:00.000+0000,0,0,1815934596,57790609767,21,0,0,86467856,2713817166,0,0,86478296,2790072334,0,0,86473076,2751933798.428571224213
1,2,2025-01-07 11:00:00.000+0000,0,0,778430988,26201109761,8,0,0,86482994,2824876324,0,0,86500220,2984561040,0,0,86492332,2911234417.888888835907
1,2,2025-01-07 16:00:00.000+0000,0,0,2426400356,26234423385,28,0,0,86638028,4035928,0,0,86666216,4283169945,0,0,86657155.571428567171,936943692.321428537369
1,3,2024-12-18 11:00:00.000+0000,0.01,0,38580362,3124336689.452380180359,42,0.01,0,38591104,3192837974,0.01,0,38569620,3056982925,0.42,0,1620375204,131222140957
1,3,2024-12-18 15:00:00.000+0000,0,0,38705860,3816941604.465119838715,43,0,0,38716864,3891433540,0,0,38694856,3742513484,0,0,1664351980,164128488992
1,3,2024-12-19 10:00:00.000+0000,0.02,0,39302268.826086997986,799108120.217391014099,46,0.02,0,39314224,861557163,0.02,0,39290382,743139344,0.92,0,1807904366,36758973530
1,3,2024-12-19 11:00:00.000+0000,0.02,0,39330299.254237301648,970645585.627118945122,59,0.02,0,39345664,1073194115,0.02,0,39315010,868386078,1.18,0,2320487656,57268089552
1,3,2024-12-19 13:00:00.000+0000,0.01,0,39393524.448275901377,1422251965.224139928818,58,0.01,0,39409113,1517684294,0.01,0,39377890,1313212127,0.58,0,2284824418,82490613983
1,3,2024-12-19 17:00:00.000+0000,0.01,0,39529682.904761902988,2325289879.14285993576,21,0.01,0,39534873,2351307842,0.01,0,39524393,2297342609,0.21,0,830123341,48831087462
1,3,2024-12-19 18:00:00.000+0000,0.01,0,39551152.525423698127,2425430305.135590076447,59,0.01,0,39566313,2491102485,0.01,0,39535921,2355834716,0.59,0,2333517999,143100388003
1,3,2024-12-23 10:00:00.000+0000,0.01,0,42318361,1993626850.175440073013,57,0.01,0,42333033,2058381121,0.01,0,42303689,1943934457,0.57,0,2412146577,113636730460
1,3,2024-12-23 11:00:00.000+0000,0.01,0,42343585.27586209774,2122761795.310349941254,29,0.01,0,42364473,2253833835,0.01,0,42334081,2064595063,0.29,0,1227963973,61560092064
1,3,2024-12-23 12:00:00.000+0000,0.01,0,42378007.536585398018,2341148463.585370063782,41,0.01,0,42395389,2450979811,0.01,0,42365521,2260808596,0.41,0,1737498309,95987087007
1,3,2024-12-23 14:00:00.000+0000,0.01,0,42450734.012658201158,2758425331.620250225067,79,0.01,0,42458793,2806376143,0.01,0,42448051,2743086710,0.79,0,3353607987,217915601198
1,3,2024-12-23 15:00:00.000+0000,0.01,0,42475364.5,2903592183.714290142059,56,0.01,0,42490233,2987441963,0.01,0,42459841,2813202621,0.56,0,2378620412,162601162288
1,3,2024-12-23 18:00:00.000+0000,0.01,0,42580099,3341059440.111110210419,18,0.01,0,42584553,3353604557,0.01,0,42575645,3328738353,0.18,0,766441782,60139069922
1,3,2024-12-24 10:00:00.000+0000,0,0,43075803,3952724575.304349899292,46,0,0,43087593,4003850760,0,0,43064013,3910372720,0,0,1981486938,181825330464
1,3,2024-12-24 11:00:00.000+0000,0,0,43103837,4093031029.220339775085,59,0,0,43119033,4175812289,0,0,43088641,4009854742,0,0,2543126383,241488830724
1,3,2024-12-24 15:00:00.000+0000,0.0408888888889,0,43233265,404861445.622222006321,45,0.05,0,43244793,462475454,0.04,0,43221737,349376910,1.84,0,1945496925,18218765053
1,3,2024-12-25 10:00:00.000+0000,0.01,0,43837961,1293173117.941179990768,17,0.01,0,43842153,1301391209,0.01,0,43833769,1285083656,0.17,0,745245337,21983943005
1,3,2024-12-25 12:00:00.000+0000,0.01,0,43897825.431372500956,1394654160.607840061188,51,0.01,0,43905033,1406953919,0.01,0,43895077,1390646708,0.51,0,2238789097,71127362191
1,3,2024-12-25 15:00:00.000+0000,0.01,0,43978074.043478302658,1523374889.965219974518,115,0.01,0,43999353,1559496040,0.01,0,43968961,1507667539,1.15,0,5057478515,175188112346
1,3,2024-12-25 18:00:00.000+0000,0.01,0,44075089.566929101944,1691681778.12597990036,127,0.01,0,44093673,1715770285,0.01,0,44064329,1675900635,1.27,0,5597536375,214843585822
1,3,2024-12-26 10:00:00.000+0000,0.01,0,44583613,2273219433.941180229187,51,0.01,0,44596713,2321822881,0.01,0,44570513,2233401069,0.51,0,2273764263,115934191131
1,3,2024-12-26 11:00:00.000+0000,0.01,0,44612957,2398583032.983049869537,59,0.01,0,44628153,2472391926,0.01,0,44597761,2325920745,0.59,0,2632164463,141516398946
1,3,2024-12-26 13:00:00.000+0000,0.01,0,44676099,2706284123.327589988708,58,0.01,0,44691033,2759756122,0.01,0,44661165,2649395270,0.58,0,2591213742,156964479153
1,3,2024-12-26 16:00:00.000+0000,0.01,0,44770419,3090413509.413790225983,58,0.01,0,44785353,3153543802,0.01,0,44755485,3023642373,0.58,0,2596684302,179243983546
1,3,2024-12-26 18:00:00.000+0000,0.01,0,44827183.36842110008,3297163708.157889842987,114,0.01,0,44848233,3367462776,0.01,0,44817841,3265214134,1.14,0,5110298904,375876662730
1,3,2024-12-30 10:00:00.000+0000,0.01,0,47613119,2688709658.625,8,0.01,0,47614953,2694498241,0.01,0,47611285,2682892214,0.08,0,380904952,21509677269
1,3,2024-12-30 11:00:00.000+0000,0.01,0,47631197,2759057106.508470058441,59,0.01,0,47646393,2827199610,0.01,0,47616001,2697865743,0.59,0,2810240623,162784369284
1,3,2024-12-30 14:00:00.000+0000,0.01,0,47735898.213114798069,3220816975.737699985504,61,0.01,0,47740713,3242101074,0.01,0,47731543,3202916581,0.61,0,2911889791,196469835520
1,3,2024-12-30 17:00:00.000+0000,0,0,47829958.261538498104,3643660363.876920223236,65,0,0,47835295,3660551950,0,0,47825339,3628038779,0,0,3108947287,236837923652
1,3,2025-01-02 11:00:00.000+0000,0,0,6255730.942857139744,1212611819.771430015564,35,0,0,6268015,1273647264,0,0,6239195,1131548849,0,0,218950583,42441413692
1,3,2025-01-02 13:00:00.000+0000,0,0,6306267,1476159305.695650100708,23,0,0,6312031,1501953793,0,0,6300503,1447756459,0,0,145044141,33951664031
1,3,2025-01-02 14:00:00.000+0000,0,0,6356225.025641029701,1673171522.448719978333,78,0,0,6362859,1702161526,0,0,6353951,1661512400,0,0,495785552,130507378751
1,3,2025-01-02 15:00:00.000+0000,0,0,6378579,1785390089.796610116959,59,0,0,6393775,1869992785,0,0,6363383,1704153168,0,0,376336161,105338015298
1,3,2025-01-03 13:00:00.000+0000,0,0,7060973.2325581396,3293582117.186049938202,43,0,0,7071045,3332726744,0,0,7055063,3265684183,0,0,303621849,141624031039
1,3,2025-01-03 14:00:00.000+0000,0,0,7115585,3494123555,7,0,0,7117157,3501082738,0,0,7114013,3486927198,0,0,49809095,24458864885
1,3,2025-01-03 15:00:00.000+0000,0,0,7133401,3582062199.694920063019,59,0,0,7148597,3658933115,0,0,7118205,3506752949,0,0,420870659,211341669782
1,3,2025-01-03 16:00:00.000+0000,0,0,85830324,44124529139,12,0,0,7149645,3664486141,0,0,7155409,3689965735,0,0,7152527,3677044094.916666507721
1,3,2025-01-06 15:00:00.000+0000,0,0,69,683628,1,0,0,69,683628,0,0,69,683628,0,0,69,683628
1,3,2025-01-06 16:00:00.000+0000,0,0,1884,18008145,6,0,0,139,1227859,0,0,489,4706186,0,0,314,3001357.5
1,3,2025-01-06 18:00:00.000+0000,0,0,57032556,19118290980,6,0,0,9504116,3181240744,0,0,9506736,3191431770,0,0,9505426,3186381830
1,3,2025-01-06 19:00:00.000+0000,0,0,85587872,28832104858,9,0,0,9507260,3193548656,0,0,9511976,3212233806,0,0,9509763.555555555969,3203567206.444444656372
1,3,2025-01-07 10:00:00.000+0000,0,0,210095256,83220261516,21,0,0,9999296,3928119025,0,0,10009776,3997874896,0,0,10004536,3962869596
1,3,2025-01-07 11:00:00.000+0000,0,0,90214792,37003191002,8,0,0,10014492,4030244550,0,0,10031784,4180419695,0,0,10023865.777777777985,4111465666.888888835907
1,3,2025-01-07 16:00:00.000+0000,0,0,285300984,30478856567,28,0,0,10170120,929465236,0,0,10198416,1160050506,0,0,10189320.857142856345,1088530591.678571462631
1,4,2024-12-18 11:00:00.000+0000,0.03,0,397259022,997605758.809524059296,42,0.03,0,397269764,1072763502,0.03,0,397248280,923668703,1.26,0,16684878924,41899441870
1,4,2024-12-18 15:00:00.000+0000,0.02,0,397384520,1760227166.534879922867,43,0.02,0,397395524,1839467515,0.02,0,397373516,1681081918,0.86,0,17087534360,75689768161
1,4,2024-12-19 10:00:00.000+0000,0.01,0,397981094,3302611073.391300201416,46,0.01,0,397992884,3370408288,0.01,0,397969304,3241159140,0.46,0,18307130324,151920109376
1,4,2024-12-19 11:00:00.000+0000,0.01,0,398009128,3486920035.79660987854,59,0.01,0,398024324,3596679931,0.01,0,397993932,3377733728,0.59,0,23482538552,205728282112
1,4,2024-12-19 13:00:00.000+0000,0.01,0,398072479.862069010735,3969215574.224140167236,58,0.01,0,398088393,4073009188,0.01,0,398056812,3852402235,0.58,0,23088203832,230214503305
1,4,2024-12-19 17:00:00.000+0000,0.04,0,398208913,642303343.76190495491,21,0.04,0,398214153,670856534,0.04,0,398203673,611712869,0.84,0,8362387173,13488370219
1,4,2024-12-19 18:00:00.000+0000,0.038813559322,0,398230397,752744238.8813560009,59,0.04,0,398245593,825515945,0.03,0,398215201,675942996,2.29,0,23495593423,44411910094
1,4,2024-12-23 10:00:00.000+0000,0.02,0,400997512.298246026039,1458746796.92982006073,57,0.02,0,401012313,1530340899,0.02,0,400982969,1402403555,1.14,0,22856858201,83148567425
1,4,2024-12-23 11:00:00.000+0000,0.02,0,401022747.827585995197,1599409157.344830036163,29,0.02,0,401043491,1739499905,0.02,0,401013099,1537001618,0.58,0,11629659687,46382865563
1,4,2024-12-23 12:00:00.000+0000,0.02,0,401057102.219511985779,1832387810.390239953995,41,0.02,0,401074407,1949441002,0.02,0,401044539,1746871284,0.82,0,16443341191,75127900226
1,4,2024-12-23 14:00:00.000+0000,0.02,0,401129841.556962013245,2283090959.202529907227,79,0.02,0,401137811,2335136358,0.02,0,401127069,2266504636,1.58,0,31689257483,180364185777
1,4,2024-12-23 15:00:00.000+0000,0.01375,0,401154424.607142984867,2440716990.98214006424,56,0.02,0,401169251,2532808706,0.01,0,401138859,2342419787,0.77,0,22464647778,136680151495
1,4,2024-12-23 18:00:00.000+0000,0.01,0,401259233.444444000721,2936299557.222219944,18,0.01,0,401263571,2951262017,0.01,0,401254663,2921557516,0.18,0,7222666202,52853392030
1,4,2024-12-24 10:00:00.000+0000,0.01,0,401754849.478260993958,3764462626.326089859009,46,0.01,0,401766611,3821330631,0.01,0,401743031,3716552325,0.46,0,18480723076,173165280811
1,4,2024-12-24 11:00:00.000+0000,0.01,0,401782886.084746003151,3917581433.542369842529,59,0.01,0,401798051,4006756150,0.01,0,401767659,3828055746,0.59,0,23705190279,231137304579
1,4,2024-12-24 15:00:00.000+0000,0.0608888888889,0,401912294.6444439888,299169721.244444012642,45,0.07,0,401923811,363179417,0.06,0,401900755,237222827,2.74,0,18086053259,13462637456
1,4,2024-12-25 10:00:00.000+0000,0.02,0,402516979,1467093917.35294008255,17,0.02,0,402521171,1477146430,0.02,0,402512787,1457216997,0.34,0,6842788643,24940596595
1,4,2024-12-25 12:00:00.000+0000,0.02,0,402576879.392157018185,1594159709.68626999855,51,0.02,0,402584051,1609644848,0.02,0,402574357,1589046823,1.02,0,20531420849,81302145194
1,4,2024-12-25 15:00:00.000+0000,0.02,0,402657123.939130008221,1757733732.747829914093,115,0.02,0,402678371,1802637644,0.02,0,402647979,1738308146,2.3,0,46305569253,202139379266
1,4,2024-12-25 18:00:00.000+0000,0.02,0,402754161.204724013805,1967828004.787400007248,127,0.02,0,402772691,1999939646,0.02,0,402743347,1947429127,2.54,0,51149778473,249914156608
1,4,2024-12-26 10:00:00.000+0000,0.01,0,403262631,2776732868.784309864044,51,0.01,0,403275731,2831363692,0.01,0,403249531,2730788954,0.51,0,20566394181,141613376308
1,4,2024-12-26 11:00:00.000+0000,0.01,0,403291975,2915299950.271190166473,59,0.01,0,403307171,2995616522,0.01,0,403276779,2835956846,0.59,0,23794226525,172002697066
1,4,2024-12-26 13:00:00.000+0000,0.01,0,403355117,3254178870.0689702034,58,0.01,0,403370051,3314706070,0.01,0,403340183,3190593865,0.58,0,23394596786,188742374464
1,4,2024-12-26 16:00:00.000+0000,0.01,0,403449437,3681691073.189660072327,58,0.01,0,403464371,3751993741,0.01,0,403434503,3608009334,0.58,0,23400067346,213538082245
1,4,2024-12-26 18:00:00.000+0000,0.01,0,403506240.438597023487,3915903472.657889842987,114,0.01,0,403527251,3996086436,0.01,0,403496859,3879450745,1.14,0,45999711410,446412995883
1,4,2024-12-30 10:00:00.000+0000,0.06,0,406292137,293622117.125,8,0.06,0,406293971,300204791,0.06,0,406290303,286963060,0.48,0,3250337096,2348976937
1,4,2024-12-30 11:00:00.000+0000,0.0545762711864,0,406310215,372326202.1186439991,59,0.06,0,406325411,447555714,0.05,0,406295019,304022895,3.22,0,23972302685,21967245925
1,4,2024-12-30 14:00:00.000+0000,0.03,0,406414989.229507982731,886320276.360656023026,61,0.03,0,406419993,910050536,0.03,0,406410561,866061481,1.83,0,24791314343,54065536858
1,4,2024-12-30 17:00:00.000+0000,0.02,0,406509044.784614980221,1354005527.400000095367,65,0.02,0,406514313,1373542028,0.02,0,406504357,1336089028,1.3,0,26423087911,88010359281
1,4,2025-01-02 11:00:00.000+0000,0,0,148094436.942856997252,3263005934.028570175171,35,0,0,148106721,3329651338,0,0,148077901,3174225126,0,0,5183305293,114205207691
1,4,2025-01-02 13:00:00.000+0000,0,0,148144973,3549603065.695650100708,23,0,0,148150737,3578090381,0,0,148139209,3518508300,0,0,3407334379,81640870511
1,4,2025-01-02 14:00:00.000+0000,0,0,148194931.02564099431,3770798691.538459777832,78,0,0,148201565,3802859761,0,0,148192657,3758036363,0,0,11559204620,294122297940
1,4,2025-01-02 15:00:00.000+0000,0,0,148217285,3893300943.220339775085,59,0,0,148232481,3984745959,0,0,148202089,3805092403,0,0,8744819815,229704755650
1,4,2025-01-03 13:00:00.000+0000,0,0,148899679.232558012009,1433089143.674420118332,43,0,0,148909751,1477187104,0,0,148893769,1402177871,0,0,6402686207,61622833178
1,4,2025-01-03 14:00:00.000+0000,0,0,148954291,1661349627.57142996788,7,0,0,148955863,1669093865,0,0,148952719,1653334837,0,0,1042680037,11629447393
1,4,2025-01-03 15:00:00.000+0000,0,0,148972107,1757431494.271189928055,59,0,0,148987303,1841121356,0,0,148956911,1675276917,0,0,8789354313,103688458162
1,4,2025-01-03 16:00:00.000+0000,0,0,1787894796,22332571803,12,0,0,148988351,1847167735,0,0,148994115,1875209743,0,0,148991233,1861047650.25
1,4,2025-01-06 15:00:00.000+0000,0,0,69,716437,1,0,0,69,716437,0,0,69,716437,0,0,69,716437
1,4,2025-01-06 16:00:00.000+0000,0,0,1884,18868292,6,0,0,139,1291624,0,0,489,4932370,0,0,314,3144715.333333333489
1,4,2025-01-06 18:00:00.000+0000,0,0,908064792,14684437333,6,0,0,151342822,2441498787,0,0,151345442,2453214799,0,0,151344132,2447406222.166666507721
1,4,2025-01-06 19:00:00.000+0000,0,0,1362136226,22204317167,9,0,0,151345966,2455586484,0,0,151350682,2477143402,0,0,151348469.555555552244,2467146351.888888835907
